Id_Ubigueo_Inei,Id_Ubigueo_Reniec,Departamento,Provincia,Distrito,Codigo_Departamento_Inei,Codigo_Provincia_Inei,Codigo_Distrito_Inei,Codigo_Departamento_Reniec,Codigo_Provincia_Reniec,Codigo_Distrito_Reniec
050401,050301,AYACUCHO,HUANTA,HUANTA,05,04,01,05,03,01
050402,050302,AYACUCHO,HUANTA,AYAHUANCO,05,04,02,05,03,02
050403,050303,AYACUCHO,HUANTA,HUAMANGUILLA,05,04,03,05,03,03
050404,050304,AYACUCHO,HUANTA,IGUAIN,05,04,04,05,03,04
050405,050305,AYACUCHO,HUANTA,LURICOCHA,05,04,05,05,03,05
050406,050307,AYACUCHO,HUANTA,SANTILLANA,05,04,06,05,03,07
050407,050308,AYACUCHO,HUANTA,SIVIA,05,04,07,05,03,08
050408,050309,AYACUCHO,HUANTA,LLOCHEGUA,05,04,08,05,03,09
050409,050310,AYACUCHO,HUANTA,CANAYRE,05,04,09,05,03,10
050410,050311,AYACUCHO,HUANTA,UCHURACCAY,05,04,10,05,03,11
050411,050312,AYACUCHO,HUANTA,PUCACOLPA,05,04,11,05,03,12
050412,050313,AYACUCHO,HUANTA,CHACA,05,04,12,05,03,13
050501,050401,AYACUCHO,LA MAR,SAN MIGUEL,05,05,01,05,04,01
050502,050402,AYACUCHO,LA MAR,ANCO,05,05,02,05,04,02
050503,050403,AYACUCHO,LA MAR,AYNA,05,05,03,05,04,03
050504,050404,AYACUCHO,LA MAR,CHILCAS,05,05,04,05,04,04
050505,050405,AYACUCHO,LA MAR,CHUNGUI,05,05,05,05,04,05
050508,050406,AYACUCHO,LA MAR,TAMBO,05,05,08,05,04,06
050506,050407,AYACUCHO,LA MAR,LUIS CARRANZA,05,05,06,05,04,07
050507,050408,AYACUCHO,LA MAR,SANTA ROSA,05,05,07,05,04,08
050509,050409,AYACUCHO,LA MAR,SAMUGARI,05,05,09,05,04,09
050510,050410,AYACUCHO,LA MAR,ANCHIHUAY,05,05,10,05,04,10
050511,050411,AYACUCHO,LA MAR,ORONCCOY,05,05,11,05,04,11
050601,050501,AYACUCHO,LUCANAS,PUQUIO,05,06,01,05,05,01
050602,050502,AYACUCHO,LUCANAS,AUCARA,05,06,02,05,05,02
050603,050503,AYACUCHO,LUCANAS,CABANA,05,06,03,05,05,03
050604,050504,AYACUCHO,LUCANAS,CARMEN SALCEDO,05,06,04,05,05,04
050605,050506,AYACUCHO,LUCANAS,CHAVIÑA,05,06,05,05,05,06
050606,050508,AYACUCHO,LUCANAS,CHIPAO,05,06,06,05,05,08
050607,050510,AYACUCHO,LUCANAS,HUAC-HUAS,05,06,07,05,05,10
050608,050511,AYACUCHO,LUCANAS,LARAMATE,05,06,08,05,05,11
050609,050512,AYACUCHO,LUCANAS,LEONCIO PRADO,05,06,09,05,05,12
050611,050513,AYACUCHO,LUCANAS,LUCANAS,05,06,11,05,05,13
050610,050514,AYACUCHO,LUCANAS,LLAUTA,05,06,10,05,05,14
050612,050516,AYACUCHO,LUCANAS,OCAÑA,05,06,12,05,05,16
050613,050517,AYACUCHO,LUCANAS,OTOCA,05,06,13,05,05,17
050619,050520,AYACUCHO,LUCANAS,SANCOS,05,06,19,05,05,20
050616,050521,AYACUCHO,LUCANAS,SAN JUAN,05,06,16,05,05,21
050617,050522,AYACUCHO,LUCANAS,SAN PEDRO,05,06,17,05,05,22
050620,050524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,05,06,20,05,05,24
050621,050525,AYACUCHO,LUCANAS,SANTA LUCIA,05,06,21,05,05,25
050614,050529,AYACUCHO,LUCANAS,SAISA,05,06,14,05,05,29
050618,050531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,05,06,18,05,05,31
050615,050532,AYACUCHO,LUCANAS,SAN CRISTOBAL,05,06,15,05,05,32
050701,050601,AYACUCHO,PARINACOCHAS,CORACORA,05,07,01,05,06,01
050703,050604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,05,07,03,05,06,04
050702,050605,AYACUCHO,PARINACOCHAS,CHUMPI,05,07,02,05,06,05
050704,050608,AYACUCHO,PARINACOCHAS,PACAPAUSA,05,07,04,05,06,08
050705,050611,AYACUCHO,PARINACOCHAS,PULLO,05,07,05,05,06,11
050706,050612,AYACUCHO,PARINACOCHAS,PUYUSCA,05,07,06,05,06,12
050707,050615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,05,07,07,05,06,15
050708,050616,AYACUCHO,PARINACOCHAS,UPAHUACHO,05,07,08,05,06,16
051001,050701,AYACUCHO,VICTOR FAJARDO,HUANCAPI,05,10,01,05,07,01
051002,050702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,05,10,02,05,07,02
051003,050703,AYACUCHO,VICTOR FAJARDO,APONGO,05,10,03,05,07,03
051005,050704,AYACUCHO,VICTOR FAJARDO,CANARIA,05,10,05,05,07,04
051006,050706,AYACUCHO,VICTOR FAJARDO,CAYARA,05,10,06,05,07,06
051007,050707,AYACUCHO,VICTOR FAJARDO,COLCA,05,10,07,05,07,07
051010,050708,AYACUCHO,VICTOR FAJARDO,HUAYA,05,10,10,05,07,08
051008,050709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,05,10,08,05,07,09
051009,050710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,05,10,09,05,07,10
051011,050713,AYACUCHO,VICTOR FAJARDO,SARHUA,05,10,11,05,07,13
051012,050714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,05,10,12,05,07,14
051004,050715,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,05,10,04,05,07,15
050301,050801,AYACUCHO,HUANCA SANCOS,SANCOS,05,03,01,05,08,01
050303,050802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,05,03,03,05,08,02
050304,050803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,05,03,04,05,08,03
050302,050804,AYACUCHO,HUANCA SANCOS,CARAPO,05,03,02,05,08,04
051101,050901,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,05,11,01,05,09,01
051108,050902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,05,11,08,05,09,02
051102,050903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,05,11,02,05,09,03
051103,050904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,05,11,03,05,09,04
051104,050905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,05,11,04,05,09,05
051105,050906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,05,11,05,05,09,06
051107,050907,AYACUCHO,VILCAS HUAMAN,SAURAMA,05,11,07,05,09,07
051106,050908,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,05,11,06,05,09,08
050801,051001,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,05,08,01,05,10,01
050802,051002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,05,08,02,05,10,02
050803,051003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,05,08,03,05,10,03
050804,051004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,05,08,04,05,10,04
050805,051005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,05,08,05,05,10,05
050806,051006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,05,08,06,05,10,06
050807,051007,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,05,08,07,05,10,07
050808,051008,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,05,08,08,05,10,08
050809,051009,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,05,08,09,05,10,09
050810,051010,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,05,08,10,05,10,10
050901,051101,AYACUCHO,SUCRE,QUEROBAMBA,05,09,01,05,11,01
050902,051102,AYACUCHO,SUCRE,BELEN,05,09,02,05,11,02
050903,051103,AYACUCHO,SUCRE,CHALCOS,05,09,03,05,11,03
050909,051104,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,05,09,09,05,11,04
050907,051105,AYACUCHO,SUCRE,PAICO,05,09,07,05,11,05
050910,051106,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,05,09,10,05,11,06
050908,051107,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,05,09,08,05,11,07
050911,051108,AYACUCHO,SUCRE,SORAS,05,09,11,05,11,08
050905,051109,AYACUCHO,SUCRE,HUACAÑA,05,09,05,05,11,09
050904,051110,AYACUCHO,SUCRE,CHILCAYOC,05,09,04,05,11,10
050906,051111,AYACUCHO,SUCRE,MORCOLLA,05,09,06,05,11,11
060101,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,06,01,01,06,01,01
060102,060102,CAJAMARCA,CAJAMARCA,ASUNCION,06,01,02,06,01,02
060104,060103,CAJAMARCA,CAJAMARCA,COSPAN,06,01,04,06,01,03
060103,060104,CAJAMARCA,CAJAMARCA,CHETILLA,06,01,03,06,01,04
060105,060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,06,01,05,06,01,05
060106,060106,CAJAMARCA,CAJAMARCA,JESUS,06,01,06,06,01,06
060108,060107,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,06,01,08,06,01,07
060107,060108,CAJAMARCA,CAJAMARCA,LLACANORA,06,01,07,06,01,08
060109,060109,CAJAMARCA,CAJAMARCA,MAGDALENA,06,01,09,06,01,09
060110,060110,CAJAMARCA,CAJAMARCA,MATARA,06,01,10,06,01,10
060111,060111,CAJAMARCA,CAJAMARCA,NAMORA,06,01,11,06,01,11
060112,060112,CAJAMARCA,CAJAMARCA,SAN JUAN,06,01,12,06,01,12
060201,060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,06,02,01,06,02,01
060202,060202,CAJAMARCA,CAJABAMBA,CACHACHI,06,02,02,06,02,02
060203,060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,06,02,03,06,02,03
060204,060205,CAJAMARCA,CAJABAMBA,SITACOCHA,06,02,04,06,02,05
060301,060301,CAJAMARCA,CELENDIN,CELENDIN,06,03,01,06,03,01
060303,060302,CAJAMARCA,CELENDIN,CORTEGANA,06,03,03,06,03,02
060302,060303,CAJAMARCA,CELENDIN,CHUMUCH,06,03,02,06,03,03
060304,060304,CAJAMARCA,CELENDIN,HUASMIN,06,03,04,06,03,04
060305,060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,06,03,05,06,03,05
060306,060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,06,03,06,06,03,06
060307,060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,06,03,07,06,03,07
060308,060308,CAJAMARCA,CELENDIN,OXAMARCA,06,03,08,06,03,08
060309,060309,CAJAMARCA,CELENDIN,SOROCHUCO,06,03,09,06,03,09
060310,060310,CAJAMARCA,CELENDIN,SUCRE,06,03,10,06,03,10
060311,060311,CAJAMARCA,CELENDIN,UTCO,06,03,11,06,03,11
060312,060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,06,03,12,06,03,12
060501,060401,CAJAMARCA,CONTUMAZA,CONTUMAZA,06,05,01,06,04,01
060502,060403,CAJAMARCA,CONTUMAZA,CHILETE,06,05,02,06,04,03
060504,060404,CAJAMARCA,CONTUMAZA,GUZMANGO,06,05,04,06,04,04
060505,060405,CAJAMARCA,CONTUMAZA,SAN BENITO,06,05,05,06,04,05
060503,060406,CAJAMARCA,CONTUMAZA,CUPISNIQUE,06,05,03,06,04,06
060507,060407,CAJAMARCA,CONTUMAZA,TANTARICA,06,05,07,06,04,07
060508,060408,CAJAMARCA,CONTUMAZA,YONAN,06,05,08,06,04,08
060506,060409,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,06,05,06,06,04,09
060601,060501,CAJAMARCA,CUTERVO,CUTERVO,06,06,01,06,05,01
060602,060502,CAJAMARCA,CUTERVO,CALLAYUC,06,06,02,06,05,02
060604,060503,CAJAMARCA,CUTERVO,CUJILLO,06,06,04,06,05,03
060603,060504,CAJAMARCA,CUTERVO,CHOROS,06,06,03,06,05,04
060605,060505,CAJAMARCA,CUTERVO,LA RAMADA,06,06,05,06,05,05
060606,060506,CAJAMARCA,CUTERVO,PIMPINGOS,06,06,06,06,05,06
060607,060507,CAJAMARCA,CUTERVO,QUEROCOTILLO,06,06,07,06,05,07
060608,060508,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,06,06,08,06,05,08
060609,060509,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,06,06,09,06,05,09
060610,060510,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,06,06,10,06,05,10
060611,060511,CAJAMARCA,CUTERVO,SANTA CRUZ,06,06,11,06,05,11
060612,060512,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,06,06,12,06,05,12
060613,060513,CAJAMARCA,CUTERVO,SANTO TOMAS,06,06,13,06,05,13
060614,060514,CAJAMARCA,CUTERVO,SOCOTA,06,06,14,06,05,14
060615,060515,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,06,06,15,06,05,15
060401,060601,CAJAMARCA,CHOTA,CHOTA,06,04,01,06,06,01
060402,060602,CAJAMARCA,CHOTA,ANGUIA,06,04,02,06,06,02
060407,060603,CAJAMARCA,CHOTA,COCHABAMBA,06,04,07,06,06,03
060408,060604,CAJAMARCA,CHOTA,CONCHAN,06,04,08,06,06,04
060403,060605,CAJAMARCA,CHOTA,CHADIN,06,04,03,06,06,05
060404,060606,CAJAMARCA,CHOTA,CHIGUIRIP,06,04,04,06,06,06
060405,060607,CAJAMARCA,CHOTA,CHIMBAN,06,04,05,06,06,07
060409,060608,CAJAMARCA,CHOTA,HUAMBOS,06,04,09,06,06,08
060410,060609,CAJAMARCA,CHOTA,LAJAS,06,04,10,06,06,09
060411,060610,CAJAMARCA,CHOTA,LLAMA,06,04,11,06,06,10
060412,060611,CAJAMARCA,CHOTA,MIRACOSTA,06,04,12,06,06,11
060413,060612,CAJAMARCA,CHOTA,PACCHA,06,04,13,06,06,12
060414,060613,CAJAMARCA,CHOTA,PION,06,04,14,06,06,13
060415,060614,CAJAMARCA,CHOTA,QUEROCOTO,06,04,15,06,06,14
060417,060615,CAJAMARCA,CHOTA,TACABAMBA,06,04,17,06,06,15
060418,060616,CAJAMARCA,CHOTA,TOCMOCHE,06,04,18,06,06,16
060416,060617,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,06,04,16,06,06,17
060406,060618,CAJAMARCA,CHOTA,CHOROPAMPA,06,04,06,06,06,18
060419,060619,CAJAMARCA,CHOTA,CHALAMARCA,06,04,19,06,06,19
060701,060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,06,07,01,06,07,01
060702,060702,CAJAMARCA,HUALGAYOC,CHUGUR,06,07,02,06,07,02
060703,060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,06,07,03,06,07,03
060801,060801,CAJAMARCA,JAEN,JAEN,06,08,01,06,08,01
060802,060802,CAJAMARCA,JAEN,BELLAVISTA,06,08,02,06,08,02
060804,060803,CAJAMARCA,JAEN,COLASAY,06,08,04,06,08,03
060803,060804,CAJAMARCA,JAEN,CHONTALI,06,08,03,06,08,04
060807,060805,CAJAMARCA,JAEN,POMAHUACA,06,08,07,06,08,05
060808,060806,CAJAMARCA,JAEN,PUCARA,06,08,08,06,08,06
060809,060807,CAJAMARCA,JAEN,SALLIQUE,06,08,09,06,08,07
060810,060808,CAJAMARCA,JAEN,SAN FELIPE,06,08,10,06,08,08
060811,060809,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,06,08,11,06,08,09
060812,060810,CAJAMARCA,JAEN,SANTA ROSA,06,08,12,06,08,10
060806,060811,CAJAMARCA,JAEN,LAS PIRIAS,06,08,06,06,08,11
060805,060812,CAJAMARCA,JAEN,HUABAL,06,08,05,06,08,12
061301,060901,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,06,13,01,06,09,01
061303,060902,CAJAMARCA,SANTA CRUZ,CATACHE,06,13,03,06,09,02
061304,060903,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,06,13,04,06,09,03
061305,060904,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,06,13,05,06,09,04
061306,060905,CAJAMARCA,SANTA CRUZ,NINABAMBA,06,13,06,06,09,05
061307,060906,CAJAMARCA,SANTA CRUZ,PULAN,06,13,07,06,09,06
061309,060907,CAJAMARCA,SANTA CRUZ,SEXI,06,13,09,06,09,07
061310,060908,CAJAMARCA,SANTA CRUZ,UTICYACU,06,13,10,06,09,08
061311,060909,CAJAMARCA,SANTA CRUZ,YAUYUCAN,06,13,11,06,09,09
061302,060910,CAJAMARCA,SANTA CRUZ,ANDABAMBA,06,13,02,06,09,10
061308,060911,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,06,13,08,06,09,11
061101,061001,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,06,11,01,06,10,01
061103,061002,CAJAMARCA,SAN MIGUEL,CALQUIS,06,11,03,06,10,02
061106,061003,CAJAMARCA,SAN MIGUEL,LA FLORIDA,06,11,06,06,10,03
061107,061004,CAJAMARCA,SAN MIGUEL,LLAPA,06,11,07,06,10,04
061108,061005,CAJAMARCA,SAN MIGUEL,NANCHOC,06,11,08,06,10,05
061109,061006,CAJAMARCA,SAN MIGUEL,NIEPOS,06,11,09,06,10,06
061110,061007,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,06,11,10,06,10,07
061111,061008,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,06,11,11,06,10,08
061105,061009,CAJAMARCA,SAN MIGUEL,EL PRADO,06,11,05,06,10,09
061113,061010,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,06,11,13,06,10,10
061112,061011,CAJAMARCA,SAN MIGUEL,TONGOD,06,11,12,06,10,11
061104,061012,CAJAMARCA,SAN MIGUEL,CATILLUC,06,11,04,06,10,12
061102,061013,CAJAMARCA,SAN MIGUEL,BOLIVAR,06,11,02,06,10,13
060901,061101,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,06,09,01,06,11,01
060902,061102,CAJAMARCA,SAN IGNACIO,CHIRINOS,06,09,02,06,11,02
060903,061103,CAJAMARCA,SAN IGNACIO,HUARANGO,06,09,03,06,11,03
060905,061104,CAJAMARCA,SAN IGNACIO,NAMBALLE,06,09,05,06,11,04
060904,061105,CAJAMARCA,SAN IGNACIO,LA COIPA,06,09,04,06,11,05
060906,061106,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,06,09,06,06,11,06
060907,061107,CAJAMARCA,SAN IGNACIO,TABACONAS,06,09,07,06,11,07
061001,061201,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,06,10,01,06,12,01
061005,061202,CAJAMARCA,SAN MARCOS,ICHOCAN,06,10,05,06,12,02
061004,061203,CAJAMARCA,SAN MARCOS,GREGORIO PITA,06,10,04,06,12,03
061006,061204,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,06,10,06,06,12,04
061003,061205,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,06,10,03,06,12,05
061007,061206,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,06,10,07,06,12,06
061002,061207,CAJAMARCA,SAN MARCOS,CHANCAY,06,10,02,06,12,07
061201,061301,CAJAMARCA,SAN PABLO,SAN PABLO,06,12,01,06,13,01
061202,061302,CAJAMARCA,SAN PABLO,SAN BERNARDINO,06,12,02,06,13,02
061203,061303,CAJAMARCA,SAN PABLO,SAN LUIS,06,12,03,06,13,03
061204,061304,CAJAMARCA,SAN PABLO,TUMBADEN,06,12,04,06,13,04
080101,070101,CUSCO,CUSCO,CUSCO,08,01,01,07,01,01
080102,070102,CUSCO,CUSCO,CCORCA,08,01,02,07,01,02
080103,070103,CUSCO,CUSCO,POROY,08,01,03,07,01,03
080104,070104,CUSCO,CUSCO,SAN JERONIMO,08,01,04,07,01,04
080105,070105,CUSCO,CUSCO,SAN SEBASTIAN,08,01,05,07,01,05
080106,070106,CUSCO,CUSCO,SANTIAGO,08,01,06,07,01,06
080107,070107,CUSCO,CUSCO,SAYLLA,08,01,07,07,01,07
080108,070108,CUSCO,CUSCO,WANCHAQ,08,01,08,07,01,08
080201,070201,CUSCO,ACOMAYO,ACOMAYO,08,02,01,07,02,01
080202,070202,CUSCO,ACOMAYO,ACOPIA,08,02,02,07,02,02
080203,070203,CUSCO,ACOMAYO,ACOS,08,02,03,07,02,03
080205,070204,CUSCO,ACOMAYO,POMACANCHI,08,02,05,07,02,04
080206,070205,CUSCO,ACOMAYO,RONDOCAN,08,02,06,07,02,05
080207,070206,CUSCO,ACOMAYO,SANGARARA,08,02,07,07,02,06
080204,070207,CUSCO,ACOMAYO,MOSOC LLACTA,08,02,04,07,02,07
080301,070301,CUSCO,ANTA,ANTA,08,03,01,07,03,01
080304,070302,CUSCO,ANTA,CHINCHAYPUJIO,08,03,04,07,03,02
080305,070303,CUSCO,ANTA,HUAROCONDO,08,03,05,07,03,03
080306,070304,CUSCO,ANTA,LIMATAMBO,08,03,06,07,03,04
080307,070305,CUSCO,ANTA,MOLLEPATA,08,03,07,07,03,05
080308,070306,CUSCO,ANTA,PUCYURA,08,03,08,07,03,06
080309,070307,CUSCO,ANTA,ZURITE,08,03,09,07,03,07
080303,070308,CUSCO,ANTA,CACHIMAYO,08,03,03,07,03,08
080302,070309,CUSCO,ANTA,ANCAHUASI,08,03,02,07,03,09
080401,070401,CUSCO,CALCA,CALCA,08,04,01,07,04,01
080402,070402,CUSCO,CALCA,COYA,08,04,02,07,04,02
080403,070403,CUSCO,CALCA,LAMAY,08,04,03,07,04,03
080404,070404,CUSCO,CALCA,LARES,08,04,04,07,04,04
080405,070405,CUSCO,CALCA,PISAC,08,04,05,07,04,05
080406,070406,CUSCO,CALCA,SAN SALVADOR,08,04,06,07,04,06
080407,070407,CUSCO,CALCA,TARAY,08,04,07,07,04,07
080408,070408,CUSCO,CALCA,YANATILE,08,04,08,07,04,08
080501,070501,CUSCO,CANAS,YANAOCA,08,05,01,07,05,01
080502,070502,CUSCO,CANAS,CHECCA,08,05,02,07,05,02
080503,070503,CUSCO,CANAS,KUNTURKANKI,08,05,03,07,05,03
080504,070504,CUSCO,CANAS,LANGUI,08,05,04,07,05,04
080505,070505,CUSCO,CANAS,LAYO,08,05,05,07,05,05
080506,070506,CUSCO,CANAS,PAMPAMARCA,08,05,06,07,05,06
080507,070507,CUSCO,CANAS,QUEHUE,08,05,07,07,05,07
080508,070508,CUSCO,CANAS,TUPAC AMARU,08,05,08,07,05,08
080601,070601,CUSCO,CANCHIS,SICUANI,08,06,01,07,06,01
080603,070602,CUSCO,CANCHIS,COMBAPATA,08,06,03,07,06,02
080602,070603,CUSCO,CANCHIS,CHECACUPE,08,06,02,07,06,03
080604,070604,CUSCO,CANCHIS,MARANGANI,08,06,04,07,06,04
080605,070605,CUSCO,CANCHIS,PITUMARCA,08,06,05,07,06,05
080606,070606,CUSCO,CANCHIS,SAN PABLO,08,06,06,07,06,06
080607,070607,CUSCO,CANCHIS,SAN PEDRO,08,06,07,07,06,07
080608,070608,CUSCO,CANCHIS,TINTA,08,06,08,07,06,08
080701,070701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,08,07,01,07,07,01
080702,070702,CUSCO,CHUMBIVILCAS,CAPACMARCA,08,07,02,07,07,02
080704,070703,CUSCO,CHUMBIVILCAS,COLQUEMARCA,08,07,04,07,07,03
080703,070704,CUSCO,CHUMBIVILCAS,CHAMACA,08,07,03,07,07,04
080705,070705,CUSCO,CHUMBIVILCAS,LIVITACA,08,07,05,07,07,05
080706,070706,CUSCO,CHUMBIVILCAS,LLUSCO,08,07,06,07,07,06
080707,070707,CUSCO,CHUMBIVILCAS,QUIÑOTA,08,07,07,07,07,07
080708,070708,CUSCO,CHUMBIVILCAS,VELILLE,08,07,08,07,07,08
080801,070801,CUSCO,ESPINAR,ESPINAR,08,08,01,07,08,01
080802,070802,CUSCO,ESPINAR,CONDOROMA,08,08,02,07,08,02
080803,070803,CUSCO,ESPINAR,COPORAQUE,08,08,03,07,08,03
080804,070804,CUSCO,ESPINAR,OCORURO,08,08,04,07,08,04
080805,070805,CUSCO,ESPINAR,PALLPATA,08,08,05,07,08,05
080806,070806,CUSCO,ESPINAR,PICHIGUA,08,08,06,07,08,06
080807,070807,CUSCO,ESPINAR,SUYCKUTAMBO,08,08,07,07,08,07
080808,070808,CUSCO,ESPINAR,ALTO PICHIGUA,08,08,08,07,08,08
080901,070901,CUSCO,LA CONVENCION,SANTA ANA,08,09,01,07,09,01
080902,070902,CUSCO,LA CONVENCION,ECHARATE,08,09,02,07,09,02
080903,070903,CUSCO,LA CONVENCION,HUAYOPATA,08,09,03,07,09,03
080904,070904,CUSCO,LA CONVENCION,MARANURA,08,09,04,07,09,04
080905,070905,CUSCO,LA CONVENCION,OCOBAMBA,08,09,05,07,09,05
080908,070906,CUSCO,LA CONVENCION,SANTA TERESA,08,09,08,07,09,06
080909,070907,CUSCO,LA CONVENCION,VILCABAMBA,08,09,09,07,09,07
080906,070908,CUSCO,LA CONVENCION,QUELLOUNO,08,09,06,07,09,08
080907,070909,CUSCO,LA CONVENCION,KIMBIRI,08,09,07,07,09,09
080910,070910,CUSCO,LA CONVENCION,PICHARI,08,09,10,07,09,10
080911,070911,CUSCO,LA CONVENCION,INKAWASI,08,09,11,07,09,11
080912,070912,CUSCO,LA CONVENCION,VILLA VIRGEN,08,09,12,07,09,12
080913,070913,CUSCO,LA CONVENCION,VILLA KINTIARINA,08,09,13,07,09,13
080914,070915,CUSCO,LA CONVENCION,MEGANTONI,08,09,14,07,09,15
081001,071001,CUSCO,PARURO,PARURO,08,10,01,07,10,01
081002,071002,CUSCO,PARURO,ACCHA,08,10,02,07,10,02
081003,071003,CUSCO,PARURO,CCAPI,08,10,03,07,10,03
081004,071004,CUSCO,PARURO,COLCHA,08,10,04,07,10,04
081005,071005,CUSCO,PARURO,HUANOQUITE,08,10,05,07,10,05
081006,071006,CUSCO,PARURO,OMACHA,08,10,06,07,10,06
081009,071007,CUSCO,PARURO,YAURISQUE,08,10,09,07,10,07
081007,071008,CUSCO,PARURO,PACCARITAMBO,08,10,07,07,10,08
081008,071009,CUSCO,PARURO,PILLPINTO,08,10,08,07,10,09
081101,071101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,08,11,01,07,11,01
081102,071102,CUSCO,PAUCARTAMBO,CAICAY,08,11,02,07,11,02
081104,071103,CUSCO,PAUCARTAMBO,COLQUEPATA,08,11,04,07,11,03
081103,071104,CUSCO,PAUCARTAMBO,CHALLABAMBA,08,11,03,07,11,04
081106,071105,CUSCO,PAUCARTAMBO,KOSÑIPATA,08,11,06,07,11,05
081105,071106,CUSCO,PAUCARTAMBO,HUANCARANI,08,11,05,07,11,06
081201,071201,CUSCO,QUISPICANCHI,URCOS,08,12,01,07,12,01
081202,071202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,08,12,02,07,12,02
081203,071203,CUSCO,QUISPICANCHI,CAMANTI,08,12,03,07,12,03
081204,071204,CUSCO,QUISPICANCHI,CCARHUAYO,08,12,04,07,12,04
081205,071205,CUSCO,QUISPICANCHI,CCATCA,08,12,05,07,12,05
081206,071206,CUSCO,QUISPICANCHI,CUSIPATA,08,12,06,07,12,06
081207,071207,CUSCO,QUISPICANCHI,HUARO,08,12,07,07,12,07
081208,071208,CUSCO,QUISPICANCHI,LUCRE,08,12,08,07,12,08
081209,071209,CUSCO,QUISPICANCHI,MARCAPATA,08,12,09,07,12,09
081210,071210,CUSCO,QUISPICANCHI,OCONGATE,08,12,10,07,12,10
